game_id,sport,season,date,opponent,emoji,border,caps,jersey,pants,accessories,uniform,note,score_bg,score_font,rank_bg,rank_font
400763542,CFB,2015,2015-10-17,Michigan State,,,,,,,,,,,,
400763553,CFB,2015,2015-10-31,Minnesota,,,,,,,,,,,,
400763559,CFB,2015,2015-11-07,Rutgers,,,,,,,,,,,,
400763565,CFB,2015,2015-11-14,Indiana,,,,,,,,,,,,
400763574,CFB,2015,2015-11-21,Penn State,,,,,,,,,,,,
400763578,CFB,2015,2015-11-28,Ohio State,,,,,,,,,,,,
400852735,CFB,2015,2016-01-01,Florida,,,,,,,,,,,,
400869180,CFB,2016,2016-09-03,Hawai'i,,,,,,,,,,,,
400869510,CFB,2016,2016-09-10,Central Florida,,,,,,,,,,,,
400869111,CFB,2016,2016-09-17,Colorado,,,,,,,,,,,,
400869658,CFB,2016,2016-09-24,Penn State,,,,,,,,,,,,
400869664,CFB,2016,2016-10-01,Wisconsin,,,,,,,,,,,,
400869636,CFB,2016,2016-10-08,Rutgers,,,,,,,,,,,,
400869676,CFB,2016,2016-10-22,Illinois,,,,,,,,,,,,
400869681,CFB,2016,2016-10-29,Michigan State,,,,,,,,,,,,
400869685,CFB,2016,2016-11-05,Maryland,,,,,,,,,,,,
400869690,CFB,2016,2016-11-12,Iowa,,,,,,,,,,,,
400869695,CFB,2016,2016-11-19,Indiana,,,,,,,,,,,,
400869650,CFB,2016,2016-11-26,Ohio State,,,,,,,,,,,,
400876105,CFB,2016,2016-12-30,Florida State,,,,,,,,,,,,
400933830,CFB,2017,2017-09-02,Florida,,,,,,,,,,,,
400935243,CFB,2017,2017-09-09,Cincinnati,,,,,,,,,,,,
400935352,CFB,2017,2017-09-16,Air Force,,,,,,,,,,,,
400935364,CFB,2017,2017-09-23,Purdue,,,,,,,,,,,,
400935372,CFB,2017,2017-10-07,Michigan State,,,,,,,,,,,,
400935379,CFB,2017,2017-10-14,Indiana,,,,,,,,,,,,
400935386,CFB,2017,2017-10-21,Penn State,,,,,,,,,,,,
400935393,CFB,2017,2017-10-28,Rutgers,,,,,,,,,,,,
400935398,CFB,2017,2017-11-04,Minnesota,,,,,,,,,,,,
400935404,CFB,2017,2017-11-11,Maryland,,,,,,,,,,,,
400935416,CFB,2017,2017-11-18,Wisconsin,,,,,,,,,,,,
400935420,CFB,2017,2017-11-25,Ohio State,,,,,,,,,,,,
400953410,CFB,2017,2018-01-01,South Carolina,,,,,,,,,,,,
401012888,CFB,2018,2018-09-01,Notre Dame,,,,,,,,,,,,
401012889,CFB,2018,2018-09-08,Western Michigan,,,,,,,,,,,,
401012890,CFB,2018,2018-09-15,Southern Methodist,,,,,,,,,,,,
401012891,CFB,2018,2018-09-22,Nebraska,,,,,,,,,,,,
401012892,CFB,2018,2018-09-29,Northwestern,,,,,,,,,,,,
401012876,CFB,2018,2018-10-06,Maryland,,,,,,,,,,,,
401012893,CFB,2018,2018-10-13,Wisconsin,,,,,,,,,,,,
401012884,CFB,2018,2018-10-20,Michigan State,,,,,,,,,,,,
401012894,CFB,2018,2018-11-03,Penn State,,,,,,,,,,,,
401012848,CFB,2018,2018-11-10,Rutgers,,,,,,,,,,,,
401012860,CFB,2018,2018-11-17,Indiana,,,,,,,,,,,,
401012895,CFB,2018,2018-11-24,Ohio State,,,,,,,,,,,,
401032076,CFB,2018,2018-12-29,Florida,,,,,,,,,,,,
401112222,CFB,2019,2019-08-31,Middle Tennessee,,,,,,,,,,,,
401112223,CFB,2019,2019-09-07,Army,,,,,,,,,,,,
401112224,CFB,2019,2019-09-21,Wisconsin,,,,,,,,,,,,
401112225,CFB,2019,2019-09-28,Rutgers,,,,,,,,,,,,
401112194,CFB,2019,2019-10-05,Iowa,,,,,,,,,,,,
401112150,CFB,2019,2019-10-12,Illinois,,,,,,,,,,,,
401112226,CFB,2019,2019-10-19,Penn State,,,,,,,,,,,,
401112227,CFB,2019,2019-10-26,Notre Dame,,,,,,,,,,,,
401112208,CFB,2019,2019-11-02,Maryland,,,,,,,,,,,,
401112219,CFB,2019,2019-11-16,Michigan State,,,,,,,,,,,,
401112167,CFB,2019,2019-11-23,Indiana,,,,,,,,,,,,
401112228,CFB,2019,2019-11-30,Ohio State,,,,,,,,,,,,
401135286,CFB,2019,2020-01-01,Alabama,,,,,,,,,,,,
401247294,CFB,2020,2020-10-24,Minnesota,,,,,,,,,,,,
401247305,CFB,2020,2020-10-31,Michigan State,,,,,,,,,,,,
401247309,CFB,2020,2020-11-07,Indiana,,,,,,,,,,,,
401247319,CFB,2020,2020-11-14,Wisconsin,,,,,,,,,,,,
401247324,CFB,2020,2020-11-21,Rutgers,,,,,,,,,,,,
401247333,CFB,2020,2020-11-28,Penn State,,,,,,,,,,,,
401282772,CFB,2021,2021-09-04,Western Michigan,,,,,,,,,,,,
401282773,CFB,2021,2021-09-11,Washington,,,,,,,,,,,,
401282774,CFB,2021,2021-09-18,Northern Illinois,,,,,,,,,,,,
401282775,CFB,2021,2021-09-25,Rutgers,,,,,,,,,,,,
401282776,CFB,2021,2021-10-02,Wisconsin,,,,,,,,,,,,
401282778,CFB,2021,2021-10-09,Nebraska,,,,,,,,,,,,
401282779,CFB,2021,2021-10-23,Northwestern,,,,,,,,,,,,
401282777,CFB,2021,2021-10-30,Michigan State,,,,,,,,,,,,
401282727,CFB,2021,2021-11-06,Indiana,,,,,,,,,,,,
401282780,CFB,2021,2021-11-13,Penn State,,,,,,,,,,,,
401282770,CFB,2021,2021-11-20,Maryland,,,,,,,,,,,,
401282781,CFB,2021,2021-11-27,Ohio State,,,,,,,,,,,,
401331447,CFB,2021,2021-12-04,Iowa,,,,,,,,,,,,
401331234,CFB,2021,2021-12-31,Georgia,,,,,,,,,,,,
401405067,CFB,2022,2022-09-03,Colorado State,,,,,,,,,,,,
401405077,CFB,2022,2022-09-10,Hawai'i,,,,,,,,,,,,
401404149,CFB,2022,2022-09-17,Connecticut,,,,,,,,,,,,
401405097,CFB,2022,2022-09-24,Maryland,,,,,,,,,,,,
401405100,CFB,2022,2022-10-01,Iowa,,,,,,,,,,,,
401405108,CFB,2022,2022-10-08,Indiana,,,,,,,,,,,,
401405115,CFB,2022,2022-10-15,Penn State,,,,,,,,,,,,
401405125,CFB,2022,2022-10-29,Michigan State,,,,,,,,,,,,
401405133,CFB,2022,2022-11-05,Rutgers,,,,,,,,,,,,
401405137,CFB,2022,2022-11-12,Nebraska,,,,,,,,,,,,
401405145,CFB,2022,2022-11-19,Illinois,,,,,,,,,,,,
401405153,CFB,2022,2022-11-26,Ohio State,,,,,,,,,,,,
401437031,CFB,2022,2022-12-03,Purdue,,,,,,,,,,,,
401442016,CFB,2022,2022-12-31,Texas Christian,,,,,,,,,,,,
401520162,CFB,2023,2023-09-02,East Carolina,,,Y,Maize,Blue,Blue,,,blue,maize,maize,blue
401520202,CFB,2023,2023-09-09,Unlv,,,Y,Maize,Blue,White,,,blue,white,maize,white
401520232,CFB,2023,2023-09-16,Bowling Green,,,Y,Blue,Blue,Blue,,,blue,blue,blue,blue
401520260,CFB,2023,2023-09-23,Rutgers,,,Y,Maize,Blue,Maize,,B1G East,blue,maize,maize,maize
401520286,CFB,2023,2023-09-30,Nebraska,,,Y,White,Maize,White,,B1G Crossover,white,maize,maize,white
401520303,CFB,2023,2023-10-07,Minnesota,,,Y,White,White,White,,,white,white,white,white
401520321,CFB,2023,2023-10-14,Indiana,,,Y,Blue,Blue,Maize,,B1G East,blue,maize,blue,maize
401520340,CFB,2023,2023-10-21,Michigan State,🏈,,Y,White,Blue,Blue,,B1G East,white,blue,blue,white
401520368,CFB,2023,2023-11-04,Purdue,,,Y,Blue,Blue,White,,,blue,white,blue,white
401520394,CFB,2023,2023-11-11,Penn State,⭐,,Y,White,Maize,Maize,,B1G East,white,maize,maize,maize
401520410,CFB,2023,2023-11-18,Maryland,,,Y,White,Blue,Blue,,B1G East,white,blue,white,blue
401520434,CFB,2023,2023-11-25,Ohio State,〽️,,Y,Blue,Blue,Blue,,B1G East,blue,blue,blue,blue
401539480,CFB,2023,2023-12-02,Iowa,🏆,,Y,White,White,White,,,white,white,white,white
401551786,CFB,2023,2024-01-01,Alabama,〽️,,Y,Blue,Maize,White,,,blue,white,maize,white
401551789,CFB,2023,2024-01-08,Washington,🏆,,Y,Blue,Blue,Blue,,,blue,blue,blue,blue
401628452,CFB,2024,2024-08-31,Fresno State,,,,,,,,,,,,
401628347,CFB,2024,2024-09-07,Texas,,,,,,,,,,,,
401628479,CFB,2024,2024-09-14,Arkansas State,,,,,,,,,,,,
401628489,CFB,2024,2024-09-21,Southern California,,,,,,,,,,,,
401628497,CFB,2024,2024-09-28,Minnesota,,,,,,,,,,,,
401628505,CFB,2024,2024-10-05,Washington,,,,,,,,,,,,
401628518,CFB,2024,2024-10-19,Illinois,,,,,,,,,,,,
401628529,CFB,2024,2024-10-26,Michigan State,,,,,,,,,,,,
401628536,CFB,2024,2024-11-02,Oregon,,,,,,,,,,,,
401628541,CFB,2024,2024-11-09,Indiana,,,,,,,,,,,,
401628557,CFB,2024,2024-11-23,Northwestern,,,,,,,,,,,,
401628566,CFB,2024,2024-11-30,Ohio State,,,,,,,,,,,,
401677102,CFB,2024,2024-12-31,Alabama,,,,,,,,,,,,
401752808,CFB,2025,2025-08-30,New Mexico,,,,,,,,,,,,
401752690,CFB,2025,2025-09-06,Oklahoma,,,,,,,,,,,,
401752839,CFB,2025,2025-09-13,Central Michigan,,,,,,,,,,,,
401752846,CFB,2025,2025-09-20,Nebraska,,,,,,,,,,,,
401752856,CFB,2025,2025-10-04,Wisconsin,,,,,,,,,,,,
401752868,CFB,2025,2025-10-11,Southern California,,,,,,,,,,,,
401752873,CFB,2025,2025-10-18,Washington,,,,,,,,,,,,
401752881,CFB,2025,2025-10-25,Michigan State,,,,,,,,,,,,
401752890,CFB,2025,2025-11-01,Purdue,,,,,,,,,,,,
401752905,CFB,2025,2025-11-15,Northwestern,,,,,,,,,,,,
401752914,CFB,2025,2025-11-22,Maryland,,,,,,,,,,,,
401752921,CFB,2025,2025-11-29,Ohio State,,,,,,,,,,,,
401778330,CFB,2025,2025-12-31,Texas,,,,,,,,,,,,
401858428,CFB,2026,2026-09-05,Western Michigan,,,,,,,,,,,,
